Degree,ID,Curriculum,Field of studies,ECTS Credits,Semester,Link
91 Austauschprogramm (Practical Project Students),5316,Politikwissenschaft (kA/20241),Politikwissenschaft,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5319,Practical Research Experience Program in Health and Sport Sciences (kA/20241),Sportwissenschaft,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5324,Research on Teaching and Learning (kA/20241),Erziehungswissenschaft (Pädagogik),,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5303,Sustainable Management and Technology	 (kA/20241),Wirtschaftswissenschaften,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5305,Technologie- und Managementorientierte Betriebswirtschaftslehre (kA/20241),Betriebswirtschaftslehre,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5307,TUM School of MGT (Heilbronn) (kA/20241),Wirtschaftswissenschaften,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5320,Umweltingenieurwesen (kA/20241),Bauingenieurwesen/Ingenieurbau,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
92 Aufbaustudium mit Abschlußzeugnis,416,Informatik (kA/20081; sb bis 30.09.2050),Informatik,,3,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=416&pStartSemester=
93 Ergänzungsstudium,4674,Luft- und Raumfahrt (kA/20171),Luft- und Raumfahrttechnik,,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4674&pStartSemester=
93 Ergänzungsstudium,4668,Modulstudium auf dem Gebiet der Geologie und Geodäsie (kA/20171),Geologie/Paläontologie,50,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4668&pStartSemester=
94 Orientierungsstudium mit Teilnahmezertifikat,5255,studium MINT (kA/20241),Interdisziplinäre Studien (Schwerpunkt Ingenieurwissenschaften),25,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5255&pStartSemester=
95 Kein Abschluss,5397,Kooperation PLUS (Ingenieur- und Werkstoffwissenschaften) (kA/20241),Interdisziplinäre Studien (Schwerpunkt Ingenieurwissenschaften),,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5397&pStartSemester=
95 Kein Abschluss,5198,EuroTeQ (kA/20231),sonstiges,,1,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
95 Kein Abschluss,4549,Gasthörerstudium (mehr als 8 SWS) (kA/0),ohne Angabe/ungeklärt,,1,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
95 Kein Abschluss,4547,Gasthörerstudium (1-4 SWS) (kA/0),ohne Angabe/ungeklärt,,1,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
95 Kein Abschluss,4548,Gasthörerstudium (5-8 SWS) (kA/0),ohne Angabe/ungeklärt,,1,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
95 Kein Abschluss,5242,Gaststudium (kA/0),ohne Angabe/ungeklärt,,1,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
96 Austauschprogramm (studienbeitragspflichtig),5291,Architektur (kA/20241),Architektur,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
96 Austauschprogramm (studienbeitragspflichtig),5279,Elektrotechnik und Informationstechnik (kA/20241),Elektrotechnik/Elektronik,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
96 Austauschprogramm (studienbeitragspflichtig),5288,Luft- und Raumfahrt (kA/20241),Luft- und Raumfahrttechnik,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
97 Ergänzungs-/Vertiefungsstudium mit Zertifikat,4459,Modulstudien Brauwesen und Getränketechnologie (kA/20151; sb bis 30.09.2040),Brauwesen/Getränketechnologie,,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4459&pStartSemester=
97 Ergänzungs-/Vertiefungsstudium mit Zertifikat,5401,"Research, Leadership,and Social Responsibility (kA/20251)",Wirtschaftswissenschaften,,4,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
98 Austauschprogramm (nicht studienbeitragspflichtig),5300,Austauschprogramm TUM School of Life Sciences (kA/20241),Agrarwissenschaft/Landwirtschaft,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5300&pStartSemester=
98 Austauschprogramm (nicht studienbeitragspflichtig),5306,Austauschprogramm TUM School of Management (Heilbronn) (kA/20241; sb bis 30.09.2050),Wirtschaftswissenschaften,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5306&pStartSemester=
98 Austauschprogramm (nicht studienbeitragspflichtig),5304,Austauschprogramm TUM School of Management (Munich) (kA/20241; sb bis 30.09.2050),Betriebswirtschaftslehre,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5304&pStartSemester=
98 Austauschprogramm (nicht studienbeitragspflichtig),5302,Austauschprogramm TUM School of Management (Straubing) (kA/20241; sb bis 30.09.2050),Wirtschaftswissenschaften,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5302&pStartSemester=
98 Austauschprogramm (nicht studienbeitragspflichtig),5332,Biochemie (kA/20241),Biochemie,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
98 Austauschprogramm (nicht studienbeitragspflichtig),5311,Chemie (kA/20241),Chemie,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5311&pStartSemester=
98 Austauschprogramm (nicht studienbeitragspflichtig),5277,Elektrotechnik und Informationstechnik (kA/2),Elektrotechnik/Elektronik,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5277&pStartSemester=
98 Austauschprogramm (nicht studienbeitragspflichtig),5358,Exchange Program Aerospace (ISCED 0716) (kA/20241),Luft- und Raumfahrttechnik,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5358&pStartSemester=
98 Austauschprogramm (nicht studienbeitragspflichtig),5289,Exchange Program Architecture (ISCED 0731) (kA/20241),Architektur,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5289&pStartSemester=
98 Austauschprogramm (nicht studienbeitragspflichtig),5292,Exchange Program Civil / Environmental / Geo Engineering (ISCED 0732) (kA/20241),Bauingenieurwesen/Ingenieurbau,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5292&pStartSemester=
98 Austauschprogramm (nicht studienbeitragspflichtig),5294,Exchange Program Geodesy (ISCED 0532) (kA/20241),Vermessungswesen (Geodäsie),,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5294&pStartSemester=
98 Austauschprogramm (nicht studienbeitragspflichtig),5298,Exchange Program Interdisciplinary Engineering (ISCED 0710 + 0713) (kA/20241),Interdisziplinäre Studien (Schwerpunkt Ingenieurwissenschaften),,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5298&pStartSemester=
98 Austauschprogramm (nicht studienbeitragspflichtig),5360,Exchange Program Mechanical Engineering (ISCED 0715) (kA/20241),Maschinenbau/-wesen,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5360&pStartSemester=
98 Austauschprogramm (nicht studienbeitragspflichtig),5284,Fakultät TUMCS (kA/20241),Biotechnologie,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5284&pStartSemester=
98 Austauschprogramm (nicht studienbeitragspflichtig),5333,Geologie (kA/20241),Geologie/Paläontologie,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
98 Austauschprogramm (nicht studienbeitragspflichtig),5334,Gesundheit- und Pflegewissenschaft (kA/20241),Gesundheitspädagogik,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
98 Austauschprogramm (nicht studienbeitragspflichtig),5280,Informatik (kA/20241),Informatik,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5280&pStartSemester=
98 Austauschprogramm (nicht studienbeitragspflichtig),4853,Maschinenwesen USP (kA/20191),Maschinenbau/-wesen,120,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4853&pStartSemester=
98 Austauschprogramm (nicht studienbeitragspflichtig),5282,Mathematik (kA/20241),Mathematik,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5282&pStartSemester=
98 Austauschprogramm (nicht studienbeitragspflichtig),5317,MCTS Austausch (kA/20241),Sozialkunde,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
98 Austauschprogramm (nicht studienbeitragspflichtig),5308,Medizin (Klinisch) (kA/20241),Medizin (Allgemein-Medizin),,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
98 Austauschprogramm (nicht studienbeitragspflichtig),5313,Physik (kA/20241),Physik,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5313&pStartSemester=
98 Austauschprogramm (nicht studienbeitragspflichtig),5315,Politikwissenschaft - Austausch (kA/20241),Politikwissenschaft,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5315&pStartSemester=
98 Austauschprogramm (nicht studienbeitragspflichtig),5323,Research on Teaching and Learning (kA/20241),Erziehungswissenschaft (Pädagogik),,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
98 Austauschprogramm (nicht studienbeitragspflichtig),5331,Science and Technology Studies (kA/20241),ohne Angabe/ungeklärt,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5331&pStartSemester=
98 Austauschprogramm (nicht studienbeitragspflichtig),5310,Sportwissenschaft (kA/20241),Sportwissenschaft,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5310&pStartSemester=
99 Zertifikat über die Teilnahme am Integrationsprogramm,4574,Gasthörerprogramm für Geflüchtete (kA/20161),ohne Angabe/ungeklärt,,1,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
