Degree,ID,Curriculum,Field of studies,ECTS Credits,Semester,Link
17 Bachelor of Science,5406,"Politikwissenschaft (Teilzeit, 66%) (kA/20251)",Politikwissenschaft,180,9,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5406&pStartSemester=
17 Bachelor of Science,5366,Sportwissenschaft (kA/20241),Sportwissenschaft,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5366&pStartSemester=
17 Bachelor of Science,4954,Sustainable Management and Technology (kA/20211; sb bis 30.09.2050),Wirtschaftswissenschaften,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4954&pStartSemester=
17 Bachelor of Science,5347,Umweltingenieurwesen (kA/20241),Bauingenieurwesen/Ingenieurbau,180,6,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
17 Bachelor of Science,4999,Wirtschaftsinformatik (kA/20211),Wirtschaftsinformatik,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4999&pStartSemester=
18 Master of Business Administration,4491,Executive Master of Business Administration in Business & IT (kA/20151; sb bis 30.09.2050),Betriebswirtschaftslehre,90,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4491&pStartSemester=
18 Master of Business Administration,5099,Executive Master of Business Administration in Innovation & Business Creation (kA/20221; sb bis 30.09.2050),Betriebswirtschaftslehre,90,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5099&pStartSemester=
18 Master of Business Administration,4582,Executive Master of Business Administration (MBA) (kA/20151; sb bis 30.09.2050),Betriebswirtschaftslehre,90,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4582&pStartSemester=
19 Bachelor of Education / Berufliche Bildung,5381,Agrarwirtschaft (kA/20241; sb bis 01.10.2050),Agrarwissenschaft/Landwirtschaft,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5381&pStartSemester=
19 Bachelor of Education / Berufliche Bildung,5200,Bautechnik (kA/20231; sb bis 01.10.2050),Bauingenieurwesen/Ingenieurbau,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5200&pStartSemester=
19 Bachelor of Education / Berufliche Bildung,5201,Elektrotechnik und Informationstechnik (kA/20231; sb bis 01.10.2050),Elektrotechnik/Elektronik,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5201&pStartSemester=
19 Bachelor of Education / Berufliche Bildung,5202,Ernährungs- und Hauswirtschaftswissenschaft (kA/20231; sb bis 01.10.2050),Haushalts- und Ernährungswissenschaft,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5202&pStartSemester=
19 Bachelor of Education / Berufliche Bildung,5380,Gesundheits- und Pflegewissenschaft (kA/20241; sb bis 01.10.2050),Gesundheitspädagogik,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5380&pStartSemester=
19 Bachelor of Education / Berufliche Bildung,5204,Metalltechnik (kA/20231; sb bis 01.10.2050),Metalltechnik,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5204&pStartSemester=
20 Master of Science with Honours,4315,Bauingenieurwesen (kA/20121),Bauingenieurwesen/Ingenieurbau,,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4315&pStartSemester=
21 Staatsexamen / Lehramt an Grundschulen,4937,Didaktikfach Sport (kA/20201),Sportpädagogik/Sportpsychologie,12,7,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4937&pStartSemester=
21 Staatsexamen / Lehramt an Grundschulen,4886,1. Fach an der LMU (kA/20191; sb bis 30.09.2050),sonstiges,66,7,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4886&pStartSemester=
23 Staatsexamen / Lehramt an Realschulen,4883,1. Fach an der LMU (kA/20191; sb bis 30.09.2050),sonstiges,72,7,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4883&pStartSemester=
24 Staatsexamen / Lehramt an Mittelschulen,4942,Didaktikfach Beruf und Wirtschaft (kA/20201; sb bis 30.09.2050),Arbeitslehre/Wirtschaftslehre,21,7,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4942&pStartSemester=
24 Staatsexamen / Lehramt an Mittelschulen,4938,Didaktikfach Sport (kA/20201),Sportpädagogik/Sportpsychologie,21,7,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4938&pStartSemester=
24 Staatsexamen / Lehramt an Mittelschulen,4939,1. Fach an der LMU (kA/20201; sb bis 30.09.2050),sonstiges,,7,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4939&pStartSemester=
24 Staatsexamen / Lehramt an Mittelschulen,4885,"1. Fach an der LMU; Sport,   (kA/20191; sb bis 30.09.2050)",sonstiges,66,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4885&pStartSemester=
25 Staatsexamen / Lehramt an Gymnasien,4880,1. Fach an der LMU (kA/20191; sb bis 30.09.2050),sonstiges,105,9,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4880&pStartSemester=
28 Master of Science (Elitestudium),5117,Bauingenieurwesen (Honoursprogramm) (kA/20181),Bauingenieurwesen/Ingenieurbau,,4,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
28 Master of Science (Elitestudium),4681,Biomedical Neuroscience (kA/20181),Medizin (Allgemein-Medizin),120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4681&pStartSemester=
28 Master of Science (Elitestudium),5137,Computational Mechanics (Honoursprogramm) (kA/20211),Bauingenieurwesen/Ingenieurbau,150,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5137&pStartSemester=
28 Master of Science (Elitestudium),5101,Computational Science and Engineering (Honours Track)	 (kA/20211),Informatik,150,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5101&pStartSemester=
28 Master of Science (Elitestudium),4625,Mathematik (kA/20161),Mathematik,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4625&pStartSemester=
28 Master of Science (Elitestudium),5195,Mathematik mit zusätzlichem Promotionsstudiengang Mathematik (kA/20231),Mathematik,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5195&pStartSemester=
29 Master of Arts,5182,Architektur (kA/20231; sb bis 30.09.2050),Architektur,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5182&pStartSemester=
29 Master of Arts,5197,Landschaftsarchitektur (kA/20231),Landespflege/Landschaftsgestaltung,90,3,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5197&pStartSemester=
29 Master of Arts,4773,"Responsibility in Science, Engineering and Technology (RESET) (kA/20181)",Sozialkunde,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4773&pStartSemester=
29 Master of Arts,4772,Science and Technology Studies (STS) (kA/20181; sb bis 01.10.2050),ohne Angabe/ungeklärt,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4772&pStartSemester=
30 Bachelor of Arts,5096,Architektur (kA/20221; sb bis 30.09.2040),Architektur,240,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5096&pStartSemester=
31 Staatsexamen / Lehramt an Grundschulen / Erweiterung oder Drittfach,4888,Sport Lehramt an Grundschulen Erweiterung oder Drittfach (kA/20191; sb bis 30.09.2050),Sportpädagogik/Sportpsychologie,66,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4888&pStartSemester=
32 Staatsexamen / Lehramt an Hauptschulen / Erweiterung oder Drittfach,4801,Sport (kA/20181; sb bis 30.09.2050),Sportpädagogik/Sportpsychologie,66,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4801&pStartSemester=
33 Staatsexamen / Lehramt an Realschulen / Erweiterung oder Drittfach,4884,Sport (kA/20191; sb bis 30.09.2050),Sportpädagogik/Sportpsychologie,72,7,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4884&pStartSemester=
34 Staatsexamen / Lehramt an Gymnasien / Erweiterung oder Drittfach,4881,Sport (kA/20191; sb bis 30.09.2050),Sportpädagogik/Sportpsychologie,105,9,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4881&pStartSemester=
35 Staatsexamen / Lehramt an Sonderschulen / Erweiterung oder Drittfach,2771,Sport (kA/0; sb bis 30.09.2051),Sportpädagogik/Sportpsychologie,,3,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
37 Master of Education / Naturwissenschaftliche Bildung,5087,"Biologie, Chemie (kA/20221; sb bis 30.09.2050)",Biologie,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5087&pStartSemester=
37 Master of Education / Naturwissenschaftliche Bildung,5088,"Mathematik, Chemie (kA/20221; sb bis 30.09.2050)",Mathematik,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5088&pStartSemester=
37 Master of Education / Naturwissenschaftliche Bildung,5118,"Mathematik, Informatik (kA/20221; sb bis 30.09.2050)",Mathematik,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5118&pStartSemester=
37 Master of Education / Naturwissenschaftliche Bildung,5119,"Mathematik, Physik (kA/20221; sb bis 30.09.2050)",Mathematik,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5119&pStartSemester=
37 Master of Education / Naturwissenschaftliche Bildung,5089,"Mathematik, Sport (kA/20221; sb bis 30.09.2050)",Mathematik,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5089&pStartSemester=
37 Master of Education / Naturwissenschaftliche Bildung,5256,"Biologie, Informatik (kA/20231)",Biologie,120,4,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
38 Master of Education / Berufliche Bildung,5261,Agrarwirtschaft (kA/20241; sb bis 30.09.2050),Agrarwissenschaft/Landwirtschaft,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5261&pStartSemester=
38 Master of Education / Berufliche Bildung,5265,Bautechnik (kA/20241; sb bis 30.09.2050),Bauingenieurwesen/Ingenieurbau,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5265&pStartSemester=
38 Master of Education / Berufliche Bildung,5338,Bautechnik mit affiner Fachrichtung Holztechnik (kA/20241; sb bis 30.09.2050),Bauingenieurwesen/Ingenieurbau,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5338&pStartSemester=
38 Master of Education / Berufliche Bildung,5266,Elektrotechnik und Informationstechnik (kA/20241; sb bis 30.09.2050),Elektrotechnik/Elektronik,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5266&pStartSemester=
38 Master of Education / Berufliche Bildung,5267,Ernährungs- und Hauswirtschaftswissenschaft (kA/20241; sb bis 30.09.2050),Haushalts- und Ernährungswissenschaft,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5267&pStartSemester=
38 Master of Education / Berufliche Bildung,5268,Gesundheits- und Pflegewissenschaft (kA/20241; sb bis 30.09.2050),Gesundheitspädagogik,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5268&pStartSemester=
38 Master of Education / Berufliche Bildung,5269,Metalltechnik (kA/20241; sb bis 30.09.2050),Metalltechnik,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5269&pStartSemester=
39 Master of Education,4922,Research on Teaching and Learning (kA/20201; sb bis 01.10.2050),Erziehungswissenschaft (Pädagogik),120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4922&pStartSemester=
40 Berufliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5225,Berufliche Bildung: Erweiterung um das Unterrichtsfach Berufssprache Deutsch (kA/20231; sb bis 30.09.2050),Germanistik/Deutsch,75,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5225&pStartSemester=
40 Berufliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5211,Berufliche Bildung: Erweiterung um das Unterrichtsfach Biologie  (kA/20231; sb bis 30.09.2050),Biologie,75,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5211&pStartSemester=
40 Berufliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5212,Berufliche Bildung: Erweiterung um das Unterrichtsfach Chemie (kA/20231; sb bis 30.09.2050),Chemie,75,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5212&pStartSemester=
40 Berufliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5214,Berufliche Bildung: Erweiterung um das Unterrichtsfach Deutsch (kA/20231; sb bis 30.09.2050),Germanistik/Deutsch,75,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5214&pStartSemester=
40 Berufliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5226,Berufliche Bildung: Erweiterung um das Unterrichtsfach Englisch  (kA/20231; sb bis 30.09.2050),Anglistik/Englisch,75,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5226&pStartSemester=
40 Berufliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5231,Berufliche Bildung: Erweiterung um das Unterrichtsfach Evangelische Religion  (kA/20231; sb bis 30.09.2050),"Evang. Religionspädagogik, kirchliche Bildungsarbeit",75,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5231&pStartSemester=
40 Berufliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5227,Berufliche Bildung: Erweiterung um das Unterrichtsfach Informatik (kA/20231; sb bis 30.09.2050),Informatik,75,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5227&pStartSemester=
40 Berufliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5232,Berufliche Bildung: Erweiterung um das Unterrichtsfach Katholische Religion (kA/20231; sb bis 30.09.2050),"Kath. Religionspädagogik, kirchliche Bildungsarbeit",75,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5232&pStartSemester=
40 Berufliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5228,Berufliche Bildung: Erweiterung um das Unterrichtsfach Mathematik (kA/20231; sb bis 30.09.2050),Mathematik,75,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5228&pStartSemester=
40 Berufliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5229,Berufliche Bildung: Erweiterung um das Unterrichtsfach Mechatronik  (kA/20231; sb bis 30.09.2050),Mechatronik,75,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5229&pStartSemester=
40 Berufliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5230,Berufliche Bildung: Erweiterung um das Unterrichtsfach Physik  (kA/20231; sb bis 30.09.2050),Physik,75,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5230&pStartSemester=
40 Berufliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5233,Berufliche Bildung: Erweiterung um das Unterrichtsfach Politik und Gesellschaft (kA/20231; sb bis 30.09.2050),Sozialkunde,75,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5233&pStartSemester=
40 Berufliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5234,Berufliche Bildung: Erweiterung um das Unterrichtsfach Sport (kA/20231; sb bis 30.09.2050),Sportpädagogik/Sportpsychologie,75,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5234&pStartSemester=
40 Berufliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5236,Chemie für Wirtschaftspädagogik (kA/20231; sb bis 30.09.2050),Chemie,75,6,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
40 Berufliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5237,Informatik für Wirtschaftspädagogik (kA/20231; sb bis 30.09.2050),Informatik,75,6,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
40 Berufliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5238,Mathematik für Wirtschaftspädagogik (kA/20231; sb bis 30.09.2050),Mathematik,75,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5238&pStartSemester=
40 Berufliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5239,Physik für Wirtschaftspädagogik (kA/20231; sb bis 30.09.2050),Physik,75,6,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
40 Berufliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5241,Politik und Gesellschaft für Wirtschaftspädagogik (kA/20231; sb bis 30.09.2050),Politikwissenschaft,75,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5241&pStartSemester=
40 Berufliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5210,Psychologie mit schulpsychologischem Schwerpunkt  (kA/20231; sb bis 30.09.2050),Psychologie,135,12,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5210&pStartSemester=
40 Berufliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5240,Sport für Wirtschaftspädagogik (kA/20231; sb bis 30.09.2050),Sportpädagogik/Sportpsychologie,75,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5240&pStartSemester=
41 Naturwissenschaftliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5376,Biologie (kA/20241; sb bis 30.09.2050),Biologie,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5376&pStartSemester=
41 Naturwissenschaftliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5377,Chemie (kA/20241; sb bis 30.09.2050),Chemie,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5377&pStartSemester=
41 Naturwissenschaftliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5379,Informatik (kA/20241; sb bis 30.09.2050),Informatik,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5379&pStartSemester=
41 Naturwissenschaftliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),5378,Mathematik (kA/20241; sb bis 30.09.2050),Mathematik,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5378&pStartSemester=
41 Naturwissenschaftliche Bildung: Erweiterung um ein Unterrichtsfach (Abschluss Zertifikat),4559,Physik (kA/20151; sb bis 30.09.2050),Physik,104,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4559&pStartSemester=
42 Master of Education / Berufliche Bildung integriert,5125,Elektrotechnik und Informationstechnik (kA/20221; sb bis 30.09.2050),Elektrotechnik/Elektronik,120,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5125&pStartSemester=
42 Master of Education / Berufliche Bildung integriert,5124,Metalltechnik (kA/20221; sb bis 30.09.2050),Metalltechnik,120,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5124&pStartSemester=
43 Staatsexamen / Lehramt an Mittelschulen / Erweiterung oder Drittfach,4887,Sport Lehramt an Mittelschulen Erweiterung oder Drittfach (kA/20191; sb bis 30.09.2050),Sportpädagogik/Sportpsychologie,66,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4887&pStartSemester=
44 Master of Laws,5179,Recht des Geistigen Eigentums und Wettbewerbsrecht (kA/20221; sb bis 30.09.2050),Wirtschaftsrecht,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
53 Diplom-Braumeister,5095,Brauwesen mit Abschluss Diplom-Braumeister (kA/20221),Brauwesen/Getränketechnologie,210,7,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5095&pStartSemester=
60 Bachelor of Engineering in Chemical Engineering,4932,Chemical Engineering (GIST TUM Asia) (kA/20201),Chemie-Ingenieurwesen/Chemietechnik,,8,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
61 Bachelor of Engineering in Electronics and Data Engineering,4933,Electronics and Data Engineering (GIST TUM Asia) (kA/20201),Elektrotechnik/Elektronik,,8,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
66 TUM Skills Excellence Program mit Zertifikat,4972,TUM Skills Excellence Program (C. Straubing f. Biotechnologie u. Nachhaltigkeit) (kA/20211),Biotechnologie,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
66 TUM Skills Excellence Program mit Zertifikat,4963,TUM Skills Excellence Program (Fakultät für Architektur) (kA/20211),Architektur,,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4963&pStartSemester=
66 TUM Skills Excellence Program mit Zertifikat,4961,TUM Skills Excellence Program (Fakultät für Chemie) (kA/20211),Chemie,30,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4961&pStartSemester=
66 TUM Skills Excellence Program mit Zertifikat,4967,TUM Skills Excellence Program (Fakultät für Informatik) (kA/20211),Informatik,30,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4967&pStartSemester=
66 TUM Skills Excellence Program mit Zertifikat,4964,TUM Skills Excellence Program (Fakultät für Maschinenwesen) (kA/20211),Maschinenbau/-wesen,30,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4964&pStartSemester=
66 TUM Skills Excellence Program mit Zertifikat,4959,TUM Skills Excellence Program (Fakultät für Mathematik) (kA/20211),Mathematik,30,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4959&pStartSemester=
66 TUM Skills Excellence Program mit Zertifikat,4968,TUM Skills Excellence Program (Fakultät für Medizin) (kA/20211),Medizin (Allgemein-Medizin),,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4968&pStartSemester=
66 TUM Skills Excellence Program mit Zertifikat,4960,TUM Skills Excellence Program (Fakultät für Physik) (kA/20211),Physik,30,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4960&pStartSemester=
66 TUM Skills Excellence Program mit Zertifikat,4962,TUM Skills Excellence Program (Ingenieurfakultät Bau Geo Umwelt) (kA/20211),Bauingenieurwesen/Ingenieurbau,,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4962&pStartSemester=
66 TUM Skills Excellence Program mit Zertifikat,4965,"TUM Skills Excellence Program (Luftfahrt, Raumfahrt und Geodäsie) (kA/20211)",Luft- und Raumfahrttechnik,,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4965&pStartSemester=
66 TUM Skills Excellence Program mit Zertifikat,4984,TUM Skills Excellence Program (Munich School of Engineering) (kA/20211),Interdisziplinäre Studien (Schwerpunkt Ingenieurwissenschaften),30,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4984&pStartSemester=
66 TUM Skills Excellence Program mit Zertifikat,4983,TUM Skills Excellence Program (SO Governance) (kA/20211),Politikwissenschaft,,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4983&pStartSemester=
66 TUM Skills Excellence Program mit Zertifikat,4982,TUM Skills Excellence Program (SO Lehrertum) (kA/20211),Erziehungswissenschaft (Pädagogik),,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4982&pStartSemester=
66 TUM Skills Excellence Program mit Zertifikat,4976,TUM Skills Excellence Program (SoLS Agrarwissensch.) (kA/20211),Agrarwissenschaft/Landwirtschaft,30,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4976&pStartSemester=
66 TUM Skills Excellence Program mit Zertifikat,4975,TUM Skills Excellence Program (SoLS Biowissensch.) (kA/20211),Biologie,30,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4975&pStartSemester=
66 TUM Skills Excellence Program mit Zertifikat,4980,TUM Skills Excellence Program (SoLS Brauwesen) (kA/20211),Brauwesen/Getränketechnologie,30,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4980&pStartSemester=
